"post_url";"published_at";"place_name";"address";"latitude";"longitude";"decision";"reason";"confidence";"photo_count"
"https://vk.ru/wall-35885835_104367";"2026-08-23T08:05:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104364";"2026-08-23T06:05:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104328";"2026-08-22T07:05:00.000Z";"Курский ипподром";"Курск, территория завода «Маяк», проспект 50 лет Октября";"51.725062";"36.160542";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_104326";"2026-08-22T06:05:00.000Z";"Учебный корпус политехнического института";"Курск, район ЮЗГУ, ул. 50 лет Октября";"51.736989";"36.14748";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_104287";"2026-08-21T05:05:00.000Z";"Перекрёсток Дзержинского и 50 лет Октября";"Курск, пересечение ул. Дзержинского и проспекта 50 лет Октября";"51.720091";"36.165339";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_104275";"2026-08-20T05:05:00.000Z";"Северный рынок";"Курск, Северный рынок, ул. Карла Маркса";"51.749721";"36.191311";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_104268";"2026-08-19T08:05:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104256";"2026-08-18T07:05:00.000Z";"Начало улицы Радищева";"Курск, район пересечения ул. Радищева и ул. Дзержинского";"51.728255";"36.18834";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_104241";"2026-08-17T06:05:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104231";"2026-08-16T05:05:00.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104225";"2026-08-14T21:05:31.000Z";"Дом на Радищева, 40";"Курск, ул. Радищева, 40";"51.735461";"36.189965";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_104214";"2026-08-13T19:05:06.000Z";"Перекрёсток Ленина и Садовой";"Курск, пересечение ул. Ленина и ул. Садовой";"51.737897";"36.192322";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_104182";"2026-08-11T20:12:53.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104167";"2026-08-10T20:34:58.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104160";"2026-08-09T20:37:58.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104136";"2026-08-08T18:59:37.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104113";"2026-08-06T19:22:51.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104100";"2026-08-04T20:59:59.000Z";"Водный стадион на Боевой даче";"Курск, урочище «Боева дача»";"51.744733";"36.211161";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"3"
"https://vk.ru/wall-35885835_104092";"2026-08-04T07:53:59.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_104077";"2026-08-02T07:35:05.000Z";"Парк имени Дзержинского";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Парк имени Дзержинского.";"high";"1"
"https://vk.ru/wall-35885835_104053";"2026-07-30T08:28:58.000Z";"Парк имени Дзержинского";"Курск, парк имени Дзержинского";"51.72047";"36.171035";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_104052";"2026-07-30T08:24:32.000Z";"Парк имени Дзержинского";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Парк имени Дзержинского.";"high";"1"
"https://vk.ru/wall-35885835_104039";"2026-07-28T20:16:29.000Z";"Парк имени Дзержинского";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Парк имени Дзержинского.";"high";"1"
"https://vk.ru/wall-35885835_104011";"2026-07-27T18:37:38.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"3"
"https://vk.ru/wall-35885835_103988";"2026-07-26T19:54:32.000Z";"Парк имени Дзержинского";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Парк имени Дзержинского.";"high";"1"
"https://vk.ru/wall-35885835_103949";"2026-07-24T20:12:36.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103912";"2026-07-22T19:23:43.000Z";"Кировский мост";"Курск, Кировский мост через Тускарь";"51.755774";"36.206084";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103885";"2026-07-21T19:48:24.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103791";"2026-07-20T18:30:48.000Z";"Торговый центр «Европа 1»";"Курск, проспект Кулакова, 43";"51.66705";"36.138872";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103774";"2026-07-19T19:21:33.000Z";"Присутственные места";"Курск, ул. Сонина, 4";"51.726003";"36.192002";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"3"
"https://vk.ru/wall-35885835_103773";"2026-07-19T19:17:04.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"3"
"https://vk.ru/wall-35885835_103772";"2026-07-19T09:03:39.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103753";"2026-07-17T20:05:18.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103741";"2026-07-16T19:07:26.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"5"
"https://vk.ru/wall-35885835_103734";"2026-07-15T21:24:27.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103726";"2026-07-14T21:15:35.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103707";"2026-07-12T22:17:22.000Z";"Сеймский (Ламоновский) мост";"Курск, Сеймский мост";"51.680055";"36.148566";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103693";"2026-07-10T21:47:26.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103678";"2026-07-09T08:17:51.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103657";"2026-07-07T20:42:55.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"4"
"https://vk.ru/wall-35885835_103643";"2026-07-06T20:58:12.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103641";"2026-07-06T20:20:10.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103620";"2026-07-04T18:46:16.000Z";"";"";"";"";"excluded";"В публикации нет текста, по которому можно надёжно установить объект и адрес.";"low";"0"
"https://vk.ru/wall-35885835_103609";"2026-07-03T19:36:32.000Z";"Парк имени Дзержинского";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Парк имени Дзержинского.";"high";"1"
"https://vk.ru/wall-35885835_103607";"2026-07-02T19:26:24.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103600";"2026-07-01T21:10:40.000Z";"Красная площадь";"Курск, Красная площадь";"51.730843";"36.192628";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103598";"2026-06-30T19:39:29.000Z";"Проспект Кулакова";"Курск, проспект Кулакова";"51.654907";"36.122156";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103593";"2026-06-29T09:20:46.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103584";"2026-06-27T21:13:55.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103576";"2026-06-25T08:49:38.000Z";"Московская площадь";"Курск, Московская площадь";"51.751873";"36.190689";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103570";"2026-06-22T20:54:03.000Z";"Северная автостанция";"Курск, Северная автостанция, Хуторская ул.";"51.758054";"36.189455";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103567";"2026-06-20T19:14:36.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"5"
"https://vk.ru/wall-35885835_103555";"2026-06-18T22:01:22.000Z";"Банк Филипцова";"Курск, ул. Дзержинского, 21";"51.727998";"36.187008";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103554";"2026-06-18T21:59:08.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"5"
"https://vk.ru/wall-35885835_103543";"2026-06-17T20:16:10.000Z";"Георгиевская аптека";"Курск, ул. Радищева, 13/15";"51.731708";"36.190432";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"3"
"https://vk.ru/wall-35885835_103527";"2026-06-15T19:21:06.000Z";"Дом на Дзержинского, 62";"Курск, ул. Дзержинского, 62";"51.728255";"36.18834";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103525";"2026-06-15T19:17:36.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"3"
"https://vk.ru/wall-35885835_103521";"2026-06-14T06:48:22.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"7"
"https://vk.ru/wall-35885835_103513";"2026-06-12T08:12:34.000Z";"Красная площадь";"";"";"";"duplicate";"Тот же объект уже представлен на под-карте отдельным опорным постом: Красная площадь.";"high";"1"
"https://vk.ru/wall-35885835_103512";"2026-06-12T08:08:46.000Z";"";"";"";"";"excluded";"В публикации нет текста, по которому можно надёжно установить объект и адрес.";"low";"1"
"https://vk.ru/wall-35885835_103508";"2026-06-10T20:53:41.000Z";"Квартал на Ленина, 22–26";"Курск, ул. Ленина, 22–26";"51.738703";"36.193657";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103496";"2026-06-08T08:25:53.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103472";"2026-06-05T20:25:03.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"7"
"https://vk.ru/wall-35885835_103446";"2026-06-03T07:31:04.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103444";"2026-06-01T21:30:33.000Z";"Дом на Верхней Луговой, 24";"Курск, ул. Верхняя Луговая, 24";"51.730106";"36.18098";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"1"
"https://vk.ru/wall-35885835_103426";"2026-05-30T08:12:26.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"3"
"https://vk.ru/wall-35885835_103410";"2026-05-28T18:48:53.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"9"
"https://vk.ru/wall-35885835_103368";"2026-05-26T20:19:59.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103352";"2026-05-25T18:19:09.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103322";"2026-05-23T19:49:34.000Z";"Полугора";"Курск, Полугора";"51.727947";"36.190385";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"4"
"https://vk.ru/wall-35885835_103316";"2026-05-23T07:14:51.000Z";"Сквер у филармонии";"Курск, ул. Перекальского, Курская филармония";"51.748814";"36.196125";"included";"Адрес и координаты подтверждены по тексту публикации и геокодированию.";"high";"2"
"https://vk.ru/wall-35885835_103315";"2026-05-23T07:09:10.000Z";"";"";"";"";"excluded";"В публикации нет текста, по которому можно надёжно установить объект и адрес.";"low";"1"
"https://vk.ru/wall-35885835_103311";"2026-05-22T18:44:03.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
"https://vk.ru/wall-35885835_103300";"2026-05-22T08:43:24.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103290";"2026-05-21T20:57:20.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"3"
"https://vk.ru/wall-35885835_103289";"2026-05-21T20:40:30.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"2"
"https://vk.ru/wall-35885835_103283";"2026-05-21T08:44:49.000Z";"";"";"";"";"excluded";"Локация слишком общая, относится к маршруту/реке/событию или не получила надёжного адреса при проверке.";"low";"1"
